Caseificio San Rocco - Punto Vendita di Tezze sul Brenta\Via Tre Case, 235, 36056 Tezze sul Brenta VI\http://www.caseificiosanrocco.it/\0424 89056 ext. 2\francesco.a@ocalab.team info@caseificiosanrocco.it pec@pec.caseificiosanrocco.it\VI\
Enotre Chevre di Pietro Pollizzi Formaggi artigianali\Via Vicenza, 52Blocco B24, 36043 Camisano Vicentino VI\https://www.enotre.it/\327 853 1886\info@enotre.it\VI\
Zarpellon\Via S. G. B. de La Salle, 6, 36060 Romano d'Ezzelino VI\http://zarpellon.it/\0424 3993\info@zarpellon.it\VI\
Caseificio Sapori di Montegnago Azienda Agricola La Campagnola Di Castagna S.S.\Via A. Palladio, 1, 36021 Villaga VI\http://www.saporidimontegnago.com/\324 813 8509\\VI\
Caseificio Sociale Centro - Societ Cooperativa Agricola\Via 25 Luglio, 13-17, 36036 Torrebelvicino VI\\0445 661020\\VI\
Caseificio Castellan Urbano\Via Giotto, 24, 36027 Ros VI\https://www.caseificiocastellan.it/\0424 580660\\VI\
Frantoio Malga Monte Asolone\Via XXV Aprile, 14, 36020 Pove del Grappa VI\https://www.facebook.com/MonteAsolone\0424 550108\\VI\
COMALAT srl\Via delle Industrie, 2, 36050 Cartigliano VI\http://www.comalat.it/\0424 592532\\VI\
Fattoria Valdastico\V. Valentino Busin, 28, 36010 Zan VI\http://www.fattoriavaldastico.it/\0445 374012\\VI\
Latteria Sociale di Castelnovo\Via S. Antonio, 1, 36033 Castelnovo VI\https://latteriacastelnovo.it/\0444 975128\latteriacastelnovo@libero.it\VI\
Spaccio Pennar Vicenza\Str. della Caimpenta, 36100 Vicenza VI\https://www.caseificiopennar.it/\0424 462374\\VI\
Latterie Vicentine sca - sede e stabilimento\Via S. Benedetto, 19, 36050 Bressanvido VI\http://www.latterievicentine.it/\0444 142 5000\\VI\
Caseificio di Posina\Via Macello, 1, 36010 Posina VI\\0445 160 0277\\VI\
Caseificio Albiero S.R.L.\Via Ponte Cocco, 10, 36050 Montorso Vicentino VI\https://www.albiero.it/it/\0444 685451\info@albiero.it\VI\
Spaccio Brazzale\Via Andrea Palladio, 14, 36010 Zan VI\http://www.brazzale.com/\0445 313939\info@brazzale.com\VI\
Azienda Agricola La Solza\Via Bartolomeo Colleoni, 33, 36034 Malo VI\\334 775 0253\\VI\
Caseificio Dal Pozzolo\Via Ole, 8, 36040 Grumolo delle Abbadesse VI\\0444 580363\\VI\
Latteria San Rocco\Via Ceresara, 18, 36012 Asiago VI\https://www.caseificiopennar.it/\0424 462287\\VI\
Zogi Srl\Via Papa Giovanni XXIII, 2, 36030 Monte di Malo VI\\0445 602001\\VI\
Fattoria San Michele\Via Gaggion, 7, 36061 Bassano del Grappa VI\http://www.fattoriasanmichele.com/\0424 501303\\VI\
Ca.Form S.p.a.\Via Brigata Mazzini, 14, 36016 Thiene VI\http://www.fiordimaso.com/\0445 386277\\VI\
Azienda agricola Basso\Via Ca' Solaro, 6e, 30173 Favaro Veneto, Venezia VE\http://aziendaagricolabasso.it/\041 501 0033\\VE\
Latterie Venete Spa\Via Bassanese, 2, 31050 Vedelago TV\http://www.latterievenete.com/\0423 7023\\TV\
LA CASARA RONCOLATO\Via Nuova, 1, 37030 Ronc VR\https://lacasara.it/\045 746 0052\info@lacasara.it 8c4075d5481d476e945486754f783364@sentry.io dd84cdb4b7424f93a4f1cfbe0389bdab@o37417.ingest.sentry.io intl-segmenter@11.7.10 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com 18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com 9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com react-dom@18.3.1 lodash@4.17.23 react@18.3.1 nfo@lacasara.it 79baaa8e09c746d2b7401643b99792e0@sentry.wixpress.com 78f7996315bc402f9dcb8a2f974b82d1@sentry.wixpress.com rspack@1.6.8 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com core-js-bundle@3.2.1 0fd2930120484402ac9adfb9e05cacd5@o37417.ingest.sentry.io 5d1795a2db124a268f1e1bd88f503500@sentry.wixpress.com focus-within-polyfill@5.0.9\VR\
Stagionatura Formaggi Asiago S.n.c. di Rigoni A.\Via Dell'Artigianato, 128, 36012 Coda VI\\0424 460312\\VI\
Punto Vendita Castellan\Via Giotto, 22, 36027 Ros VI\https://www.facebook.com/puntovenditacastellan/\392 344 9844\\VI\
Latteria Sociale Coop. Centro\Via Roma, 16, 35010 Gazzo PD\https://www.facebook.com/latteriasocialecooperativacentrogazzo/\049 942 5730\\PD\
Casearia Faccin\Via Piazza, 20, 36030 Centrale VI\https://www.caseariafaccin.it/\0445 364785\ajax-loader@2x.gif\VI\
Spaccio Latterie Vicentine - Bressanvido\Via S. Benedetto, 19, 36050 Bressanvido VI\http://spacci.latterievicentine.it/\0444 142 5009\\VI\
Azienda agricola Turcato\Unnamed Road, 36076, 36076 Recoaro Terme VI\https://instagram.com/agriturismo_turcato?igshid=NTc4MTIwNjQ2YQ==\348 351 2925\\VI\
Spaccio Pennar Tresch Cesuna\Via XXVII Aprile, 36010 Tresch Conca VI\https://www.caseificiopennar.it/\0424 462374\\VI\
Caseificio Forte\Via Molino, 9, 36064 Colceresa VI\\0424 708248\\VI\
Latteria Soc.Castelnovo (punto vendita isola)\Via Arasella, 6, 36033 Isola Vicentina VI\https://latteriacastelnovo.it/\349 700 9090\latteriacastelnovo@libero.it\VI\
Caseificio Turato Silvano\Via Molini, 51, 35010 Villafranca Padovana PD\https://caseificioturatosilvano.com/\049 907 6246\\PD\
Brazzale S.p.A. - sede di Bevadoro\Via Torrerossa, 30, 35010 Bevadoro PD\https://www.brazzale.com/\049 906 5033\info@brazzale.com\PD\
La Latteria Peruzzo\Via Livio Zambeccari, 46, 36100 Vicenza VI\\0444 304320\\VI\
