Salumificio San Giacomo S.n.c. di Canton Liviano e Canton Pierangelo\Via Cal de Livera, 72, 31029 Vittorio Veneto TV\http://www.salumificiosangiacomo.com/\0438 501083\info@salumificiosangiacomo.com\TV\
Bar Tullia\Via Giovanni Giorgetti, 2, 32100 Belluno BL\\\\BL\
Super W - Santa Giustina\Via Cal de Formiga, 35, 32035 Santa Giustina BL\http://www.walber.it/punto-vendita/santa-giustina\0437 858838\\BL\
Lattebusche Latteria della Vallata Feltrina\Via Nazionale, 59, 32030 Busche BL\https://www.lattebusche.com/\0439 3191\\BL\
La Buca\Via Sebastiano Ricci, 10, 32100 Belluno BL\https://instagram.com/labuca_belluno?utm_medium=copy_link\0437 940191\\BL\
Alimentari Tommasini\Via Centro Arina, 5, 32033 Arina BL\\0439 709000\\BL\
VEM MINIMARKET - Sandro's Selection - Prodotti tipici di montagna\Via Precumon-Arabba, 18, 32020 Arabba BL\http://www.marketvemarabba.it/\339 353 9009\info@marketvemarabba.it\BL\
La Sorbettiera\Via Vittorio Veneto, 97, 32100 Belluno BL\https://www.facebook.com/LaSorbettieraGelateria/\348 785 8288\\BL\
Prix\Via Valerio da Pos, 2, 32100 Belluno BL\https://www.prixquality.com/punti-vendita/belluno-499/\800 894 422\leaflet@1.8.0 ui@5.0 bootstrap@5.0.0-beta2 Logo-color@2x.png\BL\
Enoteca Mazzini\Piazza Giuseppe Mazzini, 6, 32100 Belluno BL\\0437 948313\\BL\
Supermercato Super W - Lozzo di Cadore\Via Roma, 4, 32040 Localit Sant'Anna BL\http://www.walber.it/punto-vendita/lozzo-di-cadore\0435 76771\\BL\
Dorth 1931 - Prosciutteria\Via Pordenone, 4, 33081 Aviano PN\http://www.dorth1931.it/\0434 677211\info@dorth1931.it\PN\
Lidl\Via Vittorio Veneto, 179, 32100 Belluno BL\https://www.lidl.it/\800 480 048\\BL\
Osteria dal Bocia Belluno\P.za, dei Martiri, 43, 32100 Belluno BL\http://www.facebook.com/osteriadalbocia\353 424 6265\\BL\
Specialit Alimentari Cecconi\Borgata Bach, 176, 33012 Sappada UD\http://www.cecconi-sappada.it/\0435 469134\\UD\
Pellizzari Negozi Moda\Via Tiziano Vecellio, 75, 32100 Belluno BL\https://www.negozipellizzari.it/storelocator/?utm_source=google&utm_medium=organic&utm_campaign=gmb_pellizzari-negozi-moda-belluno\0437 30753\\BL\
Macelleria Baggetto\Via Terrabugio, 4, 38054 Fiera di Primiero TN\http://macelleriabaggetto.myadj.it/\0439 762054\\TN\
Supermercato Kanguro Santa Giustina\Via Feltre, 22, 32035 Santa Giustina BL\http://www.kangurosupermercati.it/\0437 857599\\BL\
Brandalise Giuseppe & Mario S.N.C.\Via Calvi Pier Fortunato, 11, 32016 Farra D'Alpago BL\\0437 4259\\BL\
CONAD CITY\Corso Italia, 64, 32046 San Vito di Cadore BL\https://www.conad.it/ricerca-negozi/conad-city-corso-italia-64-32046-san-vito-di-cadore--009782\0436 9117\\BL\
Excalibur Ristorante Pizzeria Birreria\Via Tiziano Vecellio, 5, 32100 Belluno BL\https://excaliburbelluno.it/\0437 932078\prenotazione@excalibur.it info@excaliburbelluno.it prenotazione@excaliburbelluno.it\BL\
La Caveja\Via XXX Aprile, 9, 32100 Belluno BL\http://www.la-caveja.it/\0437 455598\\BL\
